Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Dominica,DMA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302735671.5,317187552.3,331001564.1,346170175.4,353682434.4,372040455.3,390615716.7,406034779.4,426100381.1,433785979.4,453858475.2,463522236.6,457534170.5,495639791,524510997.1,544398443.9,587002781.5,641069952.3,700076476.1,697161884,710028913.7,723239388.9,705957850.5,720657675.3,775533633.1,792980584.4,852067901.8,807786936.2,846202735.6,
Denmark,DNK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93618075912,98132830014,1.02333E+11,1.04769E+11,1.12712E+11,1.1856E+11,1.24729E+11,1.31702E+11,1.36921E+11,1.41846E+11,1.53081E+11,1.57816E+11,1.6472E+11,1.65958E+11,1.77857E+11,1.85074E+11,2.02752E+11,2.12809E+11,2.26767E+11,2.22969E+11,2.38727E+11,2.47352E+11,2.50525E+11,2.62368E+11,2.70331E+11,2.78823E+11,2.97689E+11,3.17448E+11,3.31503E+11,
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26168364886,27308735919,31065204352,34143231556,35779122696,38606201451,41663160850,46147315572,49800139084,53520017836,57267194693,59962698189,63649185862,63958774211,67368761759,76016797703,85502321822,94310295381,99230524885,1.00933E+11,1.10625E+11,1.16474E+11,1.18212E+11,1.25438E+11,1.36971E+11,1.51555E+11,1.67495E+11,1.75941E+11,1.92811E+11,
Algeria,DZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78163E+11,1.81978E+11,1.89475E+11,1.89891E+11,1.92201E+11,2.03688E+11,2.15921E+11,2.22061E+11,2.36013E+11,2.47082E+11,2.62204E+11,2.75994E+11,2.9606E+11,3.2327E+11,3.46248E+11,3.78098E+11,3.96162E+11,4.20636E+11,4.39109E+11,4.49536E+11,4.71146E+11,4.94937E+11,4.97669E+11,4.98095E+11,5.06076E+11,4.7744E+11,4.71635E+11,4.78071E+11,4.96572E+11,
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31587E+12,2.57895E+12,2.90812E+12,3.28675E+12,3.70132E+12,4.14018E+12,4.58608E+12,4.97758E+12,5.07191E+12,5.44459E+12,5.97455E+12,6.50057E+12,7.10806E+12,7.85522E+12,8.76895E+12,9.89252E+12,1.12516E+13,1.29116E+13,1.4243E+13,1.54144E+13,1.70897E+13,1.88857E+13,2.06252E+13,2.19775E+13,2.31046E+13,2.39271E+13,2.5077E+13,2.65392E+13,2.88809E+13,
Early-demographic dividend,EAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90791E+12,6.40386E+12,6.832E+12,7.17079E+12,7.54913E+12,7.98189E+12,8.58702E+12,9.11257E+12,9.19061E+12,9.54655E+12,1.0218E+13,1.06278E+13,1.10108E+13,1.18207E+13,1.29527E+13,1.41747E+13,1.55889E+13,1.70047E+13,1.80833E+13,1.86498E+13,2.01193E+13,2.16093E+13,2.29835E+13,2.40347E+13,2.50928E+13,2.56907E+13,2.69189E+13,2.87288E+13,3.06907E+13,
East Asia & Pacific,EAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84651E+12,6.38361E+12,6.8858E+12,7.42684E+12,8.06149E+12,8.77071E+12,9.49808E+12,1.01073E+13,1.02095E+13,1.07905E+13,1.17105E+13,1.24278E+13,1.33053E+13,1.42816E+13,1.56138E+13,1.71134E+13,1.8922E+13,2.10685E+13,2.25785E+13,2.36094E+13,2.5802E+13,2.79488E+13,3.00207E+13,3.18097E+13,3.31391E+13,3.42807E+13,3.55571E+13,3.73448E+13,4.00252E+13,
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66729E+12,2.61103E+12,2.41863E+12,2.346E+12,2.13729E+12,2.15067E+12,2.186E+12,2.2787E+12,2.09477E+12,2.16092E+12,2.41364E+12,2.5551E+12,2.73655E+12,3.01857E+12,3.38679E+12,3.8105E+12,4.56162E+12,5.09927E+12,5.87195E+12,5.7012E+12,6.11634E+12,6.77607E+12,7.19663E+12,7.7746E+12,8.0219E+12,7.98941E+12,8.28079E+12,8.77936E+12,9.35869E+12,
Europe & Central Asia,ECS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93431E+12,1.02264E+13,1.02985E+13,1.04076E+13,1.06079E+13,1.10409E+13,1.14395E+13,1.19676E+13,1.22278E+13,1.27141E+13,1.37093E+13,1.44183E+13,1.51374E+13,1.57432E+13,1.67662E+13,1.77294E+13,1.96777E+13,2.11637E+13,2.27096E+13,2.21814E+13,2.31961E+13,2.46333E+13,2.5391E+13,2.66577E+13,2.74848E+13,2.80781E+13,2.95333E+13,3.11698E+13,3.25663E+13,
Ecuador,ECU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49414727010,53278079469,55644373293,58086743625,61853412777,64572867463,66893930914,70992445230,74136569501,71642608047,74043841103,78706481800,83226863411,87080715749,96767828098,1.05062E+11,1.13008E+11,1.18585E+11,1.28577E+11,1.30291E+11,1.36456E+11,1.50267E+11,1.59599E+11,1.75217E+11,1.8684E+11,1.79304E+11,1.81955E+11,1.95011E+11,2.02512E+11,
"Egypt, Arab Rep.",EGY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08455E+11,2.17929E+11,2.32866E+11,2.45298E+11,2.6049E+11,2.78299E+11,2.97533E+11,3.19286E+11,3.40882E+11,3.66737E+11,3.98819E+11,4.21975E+11,4.38895E+11,4.61322E+11,4.93128E+11,5.31227E+11,5.84759E+11,6.43028E+11,7.02447E+11,7.40882E+11,7.88095E+11,8.18754E+11,9.43263E+11,9.71364E+11,9.9008E+11,1.0496E+12,1.03893E+12,1.06227E+12,1.14597E+12,
Euro area,EMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2878E+12,5.61213E+12,5.81937E+12,5.91708E+12,6.1919E+12,6.47474E+12,6.69114E+12,6.98369E+12,7.33436E+12,7.63528E+12,8.13723E+12,8.54952E+12,8.9248E+12,9.10962E+12,9.51968E+12,9.90668E+12,1.07533E+13,1.14372E+13,1.19368E+13,1.16777E+13,1.20327E+13,1.25567E+13,1.27075E+13,1.31487E+13,1.35215E+13,1.3939E+13,1.48221E+13,1.56056E+13,1.61534E+13,
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320572036,2695177892,3336898336,3504248649,3898806071,4279698083,4404581984,4468777810,4425129039,4918128437,5146070460,5102445363,5315882258,5622586577,5736593360,5974743980,5495080115,5751612658,5946305259,6597426658,,,,,,,,
Spain,ESP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.30948E+11,5.62879E+11,5.81056E+11,5.88688E+11,6.15587E+11,6.45826E+11,6.76109E+11,7.17296E+11,7.68118E+11,8.05891E+11,8.75955E+11,9.37885E+11,1.00975E+12,1.05548E+12,1.12112E+12,1.20513E+12,1.36225E+12,1.46697E+12,1.52858E+12,1.48933E+12,1.47667E+12,1.4896E+12,1.48365E+12,1.51207E+12,1.55831E+12,1.6215E+12,1.73304E+12,1.84395E+12,1.89449E+12,
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8657393358,8697012760,9281316687,9726483065,11149124704,11696751242,11705258559,13183686618,14334071471,16097518329,17987997014,19786074394,22523015211,26006907483,29721058985,30525885461,27509108594,29043361374,32895237686,34642139626,36432844586,38300194538,38669190378,41094057420,44555137203,48064476468,
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19874593252,19080186650,17822571547,20642727016,21756084477,23573332414,26987866367,28313601779,27642133171,29488760481,31978926212,35393256881,36497685088,36371985955,42420726703,48911885232,55851901030,63922607102,72196432561,79150399766,90122255178,1.02289E+11,1.1279E+11,1.22619E+11,1.48515E+11,1.67149E+11,1.9479E+11,2.15067E+11,2.35309E+11,
European Union,EUU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22165E+12,6.52277E+12,6.73869E+12,6.86369E+12,7.19801E+12,7.5522E+12,7.81688E+12,8.14659E+12,8.54505E+12,8.8928E+12,9.4773E+12,9.96038E+12,1.0418E+13,1.06676E+13,1.1211E+13,1.16747E+13,1.27072E+13,1.35876E+13,1.42871E+13,1.40357E+13,1.45138E+13,1.51896E+13,1.54197E+13,1.59659E+13,1.64446E+13,1.69916E+13,1.80692E+13,1.90893E+13,1.98141E+13,
Fragile and conflict affected situations,FCS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52237E+11,8.14885E+11,8.84237E+11,9.26773E+11,9.48581E+11,9.94127E+11,1.05406E+12,1.14113E+12,1.23214E+12,1.28004E+12,1.35374E+12,1.43825E+12,1.48094E+12,1.46994E+12,1.72419E+12,1.90866E+12,2.11237E+12,2.31027E+12,2.49606E+12,2.61337E+12,2.79017E+12,2.82908E+12,3.09717E+12,3.27882E+12,3.39399E+12,3.28469E+12,3.27826E+12,3.49681E+12,3.65908E+12,
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90417220018,87948311302,86965084517,88412174778,93853000278,99862187769,1.02758E+11,1.11982E+11,1.21501E+11,1.27935E+11,1.38695E+11,1.44266E+11,1.48764E+11,1.5128E+11,1.6298E+11,1.68147E+11,1.81231E+11,1.99909E+11,2.12981E+11,2.02924E+11,2.09077E+11,2.20471E+11,2.21286E+11,2.2568E+11,2.28059E+11,2.33074E+11,2.46865E+11,2.61478E+11,2.73291E+11,
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060644161,3078715564,3340958208,3492964427,3749497608,3923821147,4187459580,4165955096,4267610759,4710198561,4733630525,4934208367,5172647993,5321396046,5754286243,5975063668,6269918032,6383577451,6574958071,6533256125,6804670602,7134734867,7646813146,8254827395,9830332535,10781571716,11021024482,11783674116,12496357408,
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02607E+12,1.07188E+12,1.11385E+12,1.13307E+12,1.18456E+12,1.23487E+12,1.27397E+12,1.33339E+12,1.40589E+12,1.47052E+12,1.58984E+12,1.68744E+12,1.76293E+12,1.75169E+12,1.82058E+12,1.92688E+12,2.0632E+12,2.18205E+12,2.25926E+12,2.24607E+12,2.33624E+12,2.44648E+12,2.474E+12,2.60852E+12,2.66203E+12,2.71922E+12,2.86382E+12,2.99445E+12,3.11092E+12,
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170531157.8,189392366.7,201472310.8,223035510,226580533.5,247558216.2,244068624,233229415.2,242577468.5,249462072.3,267366984.3,279154096.8,285120814.7,294981388.2,293592466.6,308919127.3,318009761,320556316.4,318920700.6,324864787.9,336075714.3,354035818.7,354089831.3,347045398.4,345457630.5,365289191.7,372607966.6,389874391.2,400216842.2,
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11769492035,12911246820,12797413668,13617643451,14424817686,15459794348,16313554633,17547138383,18361763887,16963003476,17015659146,17760178208,17996173809,18742324018,19379622850,20518080319,20545716837,22365200612,22045903326,22242921983,24097481836,26345487004,26905956927,27495816947,28953809624,28630112890,28685318549,30986311651,32006416780,
United Kingdom,GBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62845E+11,9.84577E+11,1.01075E+12,1.06084E+12,1.12569E+12,1.19035E+12,1.27041E+12,1.34331E+12,1.38246E+12,1.43271E+12,1.55555E+12,1.64099E+12,1.72582E+12,1.80506E+12,1.9175E+12,1.9732E+12,2.11511E+12,2.18292E+12,2.26586E+12,2.18154E+12,2.28268E+12,2.3508E+12,2.44048E+12,2.56327E+12,2.66587E+12,2.76862E+12,2.89758E+12,3.03705E+12,3.11486E+12,
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27519829491,22447430813,12650401988,9155738520,8378718983,8776820803,9938530367,11173374996,11649960779,12157256753,12657517150,13556742782,14524990248,16430841730,17850911514,20172105867,22740224168,26288412584,27447928314,26647548454,28642799772,31404963201,34803856248,37679126943,40868051465,43645519422,45982664520,50662607804,54387766654,
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18279898801,19896244105,21139109920,22689492607,23938741138,25445799962,27104297258,28728687645,30417594082,32214461016,34153187522,36298404714,38531824472,41288261816,44774219849,48892878538,53596271562,57428333004,63902175212,67508666324,73690444263,85797385076,98504946619,1.40072E+11,1.48551E+11,1.42502E+11,1.3925E+11,1.45509E+11,1.5839E+11,
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608354359,5949541864,6284167752,6757550007,7175859551,7663898341,8152418117,8722707942,9142327503,9627862373,10089469296,10687978119,11417760143,11775008633,12374984223,13142923548,13700454062,15029008779,15954575355,15895726851,16854986477,18172750191,19165608232,19763486539,20137546323,20808856974,24407685609,29176885980,31729849602,
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487913576,1586024625,1676976706,1768417994,1808968188,1863186045,1939488922,2069607009,2166152358,2338062674,2521797592,2726583803,2679696252,2916974711,3206689019,3228813825,3308042803,3500282385,3791601188,4075170887,4366237248,4095033765,4195658445,4169731567,4103738544,4310949316,4446503750,4588632823,5008146721,
Guinea-Bissau,GNB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987615090.6,1073085525,1109613102,1159756909,1222426819,1302973645,1480743947,1604185818,1166391793,1195366686,1288411408,1345492468,1353309810,1386278645,1462911531,1572833647,1657852361,1757935025,1849541241,1926426825,2038736561,2249594251,2179030343,2251472627,2334293383,2775060217,3113791401,3519615667,3742355133,
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274120341.2,280493494.3,386565033.1,439384896.7,523571733,628022997.6,1065316217,2708923095,3390693738,4322400661,5223898643,8722003541,10584365244,12285432330,17410170853,20959296042,23257333798,27531778937,33063039147,33762635648,31107908524,33829572382,38810360363,37460535980,37824367926,28092966062,24858120756,28459489607,27299701148,
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35487E+11,1.44411E+11,1.48736E+11,1.49824E+11,1.56084E+11,1.62703E+11,1.71025E+11,1.82842E+11,1.93328E+11,1.98712E+11,2.10967E+11,2.27711E+11,2.46559E+11,2.60859E+11,2.7867E+11,2.81028E+11,3.14243E+11,3.23608E+11,3.41818E+11,3.37524E+11,3.13283E+11,2.90297E+11,2.79267E+11,2.86169E+11,2.92336E+11,2.91109E+11,2.99824E+11,3.12843E+11,3.2579E+11,
Grenada,GRD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455559386.4,477490731.6,484215533.1,485978343.3,504761885.5,526320053.3,559744171.5,597954393.2,675756101.9,732801841.6,785803167.2,786786462.8,826703734.5,921748404.8,940435296.6,1098442105,1086498721,1184003536,1218471126,1146564909,1153994997,1187113040,1199892556,1286063585,1420229539,1551092304,1656711325,1800011269,1920880598,
Greenland,GRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30575241982,32765565929,35133699990,37378552654,39716676765,42556078173,44617055680,47367132746,50292172289,52980997814,56120131731,58688841909,61922332910,64668517779,68502814155,72939470883,79189496968,86442999104,91015862208,92192154177,95942692366,1.02023E+11,1.08372E+11,1.13578E+11,1.19996E+11,1.30093E+11,1.34078E+11,1.41293E+11,1.49287E+11,
Guam,GUM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582844849,1735502068,1912759121,2118152667,2347972263,2517819381,2767894650,2989648281,2972533061,3104712511,3130828825,3272434541,3361847448,3402630987,3548864259,3588015811,3886217472,4270738734,4439869691,4632630546,4880570765,5241415945,5588583891,5993201528,6202210207,6380015241,6736283190,6968491240,7430908205,
High income,HIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83908E+13,1.9354E+13,2.02584E+13,2.10356E+13,2.2206E+13,2.33554E+13,2.4542E+13,2.58303E+13,2.68759E+13,2.81404E+13,3.01052E+13,3.12833E+13,3.25108E+13,3.38248E+13,3.59539E+13,3.79781E+13,4.07354E+13,4.30641E+13,4.45166E+13,4.36963E+13,4.56238E+13,4.77358E+13,4.93094E+13,5.12012E+13,5.28906E+13,5.4073E+13,5.58864E+13,5.85071E+13,6.09859E+13,
"Hong Kong SAR, China",HKG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04223E+11,1.13891E+11,1.23749E+11,1.34537E+11,1.45704E+11,1.5229E+11,1.61683E+11,1.72858E+11,1.64521E+11,1.71079E+11,1.88308E+11,1.93517E+11,1.99835E+11,2.09767E+11,2.34156E+11,2.59288E+11,2.85921E+11,3.12582E+11,3.25443E+11,3.19861E+11,3.45487E+11,3.69685E+11,3.73485E+11,3.85455E+11,3.95993E+11,4.11283E+11,4.19868E+11,4.42962E+11,4.67376E+11,
Honduras,HND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10168938114,10163873611,11026889140,12021393272,12304113263,13339616988,13837993301,14723868844,15424159939,15531748233,17036736964,17884544595,18849502622,20072566941,21897625326,23945932318,26290762653,28667668901,30461990353,29947848187,31427232363,33314349144,34853035950,36450183884,39874453920,43954430847,47716829272,52444135530,55707592843,
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45423E+11,3.5989E+11,3.65848E+11,3.78779E+11,3.8816E+11,4.15742E+11,4.45577E+11,4.72822E+11,4.94668E+11,5.18516E+11,5.45478E+11,5.82476E+11,6.11604E+11,6.51572E+11,7.06338E+11,7.72491E+11,8.45472E+11,9.26392E+11,1.00223E+12,1.0544E+12,1.13094E+12,1.20865E+12,1.27533E+12,1.40298E+12,1.52635E+12,1.60796E+12,1.68611E+12,1.80804E+12,1.93104E+12,
Croatia,HRV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36770578150,39558632587,42907433761,44347372490,44421324027,47382792225,49934338432,54412453367,58312864218,62565142579,65962122299,75136469914,83418276337,89540225095,86163299846,84947236935,88794707807,90200890789,92643201029,93507623760,96740066017,1.03824E+11,1.10127E+11,1.14932E+11,
Haiti,HTI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9728849406,10246997792,9924009035,9607871799,8640316666,9694614758,10280908511,10741055742,11098938894,11564337610,11925721266,12060021976,12219976586,12492195089,12376577356,12992457965,13686708934,14524248927,14931725591,15509449432,15200264277,16374945170,16303202090,17485286741,18132461494,18234700039,19048896190,19369195430,20135436341,
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86203429268,85466300229,86987194811,91463090523,94771850537,96261028728,1.01068E+11,1.06751E+11,1.11315E+11,1.21078E+11,1.34614E+11,1.47568E+11,1.56648E+11,1.64029E+11,1.72222E+11,1.84705E+11,1.91506E+11,2.07758E+11,2.07406E+11,2.15861E+11,2.28296E+11,2.29638E+11,2.42362E+11,2.52631E+11,2.62494E+11,2.71845E+11,2.89032E+11,3.087E+11,
IBRD only,IBD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02066E+13,1.0678E+13,1.11574E+13,1.17755E+13,1.24136E+13,1.32299E+13,1.42039E+13,1.5169E+13,1.54956E+13,1.63146E+13,1.76371E+13,1.86978E+13,1.98477E+13,2.14289E+13,2.37436E+13,2.62839E+13,2.96531E+13,3.31329E+13,3.61376E+13,3.76009E+13,4.09792E+13,4.45761E+13,4.78555E+13,5.05646E+13,5.24854E+13,5.34211E+13,5.57152E+13,5.90548E+13,6.3454E+13,
IDA & IBRD total,IBT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13032E+13,1.18313E+13,1.23613E+13,1.30194E+13,1.36966E+13,1.4587E+13,1.5651E+13,1.6689E+13,1.70814E+13,1.79767E+13,1.94077E+13,2.05868E+13,2.18696E+13,2.35956E+13,2.61211E+13,2.88995E+13,3.25224E+13,3.62731E+13,3.9507E+13,4.11671E+13,4.48018E+13,4.86548E+13,5.21571E+13,5.52108E+13,5.74838E+13,5.86543E+13,6.11594E+13,6.48318E+13,6.96582E+13,
IDA total,IDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11643E+12,1.17459E+12,1.22601E+12,1.26528E+12,1.30357E+12,1.37833E+12,1.46935E+12,1.54215E+12,1.61045E+12,1.68761E+12,1.79641E+12,1.91716E+12,2.05286E+12,2.1992E+12,2.41234E+12,2.65319E+12,2.90754E+12,3.17935E+12,3.40913E+12,3.61028E+12,3.86782E+12,4.12424E+12,4.34776E+12,4.69865E+12,5.06246E+12,5.30685E+12,5.52021E+12,5.85795E+12,6.2911E+12,
IDA blend,IDB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66171E+11,5.97706E+11,6.31166E+11,6.44988E+11,6.66088E+11,6.96876E+11,7.40933E+11,7.6872E+11,7.97823E+11,8.28318E+11,8.79331E+11,9.31136E+11,1.00997E+12,1.07963E+12,1.19242E+12,1.31039E+12,1.43056E+12,1.55391E+12,1.64761E+12,1.74683E+12,1.86354E+12,1.99203E+12,2.07714E+12,2.21221E+12,2.36935E+12,2.46225E+12,2.51969E+12,2.63361E+12,2.80915E+12,
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59131E+11,6.17993E+11,6.73146E+11,7.33861E+11,8.06047E+11,8.90594E+11,9.77805E+11,1.04141E+12,9.14893E+11,9.35445E+11,1.00341E+12,1.06278E+12,1.12817E+12,1.20405E+12,1.29867E+12,1.41535E+12,1.5384E+12,1.67996E+12,1.81563E+12,1.91415E+12,2.05698E+12,2.22951E+12,2.41345E+12,2.53508E+12,2.62191E+12,2.64763E+12,2.74507E+12,2.89357E+12,3.11733E+12,
IDA only,IDX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42777E+11,5.68679E+11,5.85106E+11,6.11236E+11,6.27949E+11,6.72349E+11,7.18993E+11,7.64818E+11,8.04346E+11,8.51724E+11,9.09368E+11,9.78755E+11,1.03341E+12,1.10966E+12,1.20817E+12,1.32999E+12,1.46353E+12,1.61185E+12,1.74895E+12,1.84996E+12,1.99055E+12,2.11712E+12,2.25685E+12,2.47463E+12,2.68233E+12,2.83645E+12,2.9981E+12,3.22766E+12,3.48833E+12,
Isle of Man,IMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04939E+12,1.09634E+12,1.1828E+12,1.26835E+12,1.3817E+12,1.51752E+12,1.66197E+12,1.7591E+12,1.88891E+12,2.08568E+12,2.21421E+12,2.37193E+12,2.50111E+12,2.7478E+12,3.04534E+12,3.38902E+12,3.77302E+12,4.17119E+12,4.38358E+12,4.76425E+12,5.22933E+12,5.61838E+12,6.1532E+12,6.47763E+12,6.78016E+12,7.1596E+12,7.72079E+12,8.27934E+12,9.05869E+12,
