Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Dominican Republic,DOM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.205201,6143.851538,6706.023417,7068.111635,7122.376245,7396.834424,7707.398103,8255.564812,8670.438902,9043.603203,9322.134794,9410.030295,9690.597765,9424.795253,9533.318944,10291.30888,11087.47595,11756.46033,11980.84453,11944.34688,12782.4519,13024.34046,13219.70079,13702.32393,14499.63612,15328.35206,16166.60375,16735.33259,17711.76553
Algeria,DZA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8607.161516,8297.206112,8250.349083,7899.627249,7668.080224,7808.897644,7987.78759,7946.256446,8227.105067,8370.973822,8571.835878,8714.099169,9085.500925,9616.176709,9898.363776,10337.68059,10359.88791,10547.22052,10625.07706,10610.76853,10796.11493,10901.93896,11054.76198,11138.96333,11329.48968,11510.8157,11637.96048,11550.61764,11479.56017
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158.882085,2289.147118,2485.66744,2705.098833,2940.813369,3179.874815,3415.225763,3596.025508,3576.810286,3743.428791,3976.212457,4191.057937,4469.057592,4805.441994,5178.76519,5615.251556,6144.537958,6807.567505,7305.848503,7781.277758,8462.760424,9087.666432,9691.062586,10299.31198,10900.29932,11514.34269,12148.6289,12832.31159,13544.03186
Early-demographic dividend,EAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4527.141697,4625.997768,4718.081779,4785.983642,4857.746449,4916.12578,5107.363183,5235.301713,5241.104922,5277.563232,5413.715844,5394.978673,5428.055888,5640.007844,5900.745597,6161.449235,6438.305049,6715.663791,6849.249757,6864.534195,7210.665965,7466.562819,7678.586195,7923.721552,8184.083379,8484.499864,8808.048954,9129.447601,9425.249224
East Asia & Pacific,EAS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5071.77925,5270.084682,5470.255705,5679.098531,5947.879733,6253.993279,6562.544014,6776.844917,6690.235212,6894.847566,7223.62686,7419.866944,7720.611741,8079.142977,8526.647229,9002.242752,9568.048755,10273.20089,10707.4702,10987.06969,11791.33559,12401.90484,13007.5851,13634.10216,14227.01149,14820.30396,15435.04709,16137.96647,16837.71342
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15299.3722,14363.01296,12742.32139,11880.86693,10528.24885,10292.75934,10211.37547,10434.18656,10244.5133,10470.95451,11296.82572,11676.23456,12320.35805,13148.1142,14250.39886,15235.05501,16458.60577,17714.97213,18474.6666,17258.24609,18000.59424,18929.55173,19483.34428,20081.05878,20329.26126,20269.02209,20493.99592,21159.32939,21664.92746
Europe & Central Asia,ECS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23513.15474,23246.46886,22635.04783,22167.92555,21984.35838,22321.38783,22610.69163,23221.87649,23685.4926,24331.01382,25433.64347,26032.71797,26537.92806,27117.86236,28087.82528,28924.44715,30150.81874,31330.93429,31694.78163,30082.39689,30825.03109,31614.72093,31691.71033,31924.70147,32342.28434,32759.74913,33238.21715,34079.26011,34742.39426
Ecuador,ECU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293.738243,8450.15223,8432.620234,8406.553071,8571.737681,8575.675664,8539.33434,8723.832677,8826.386999,8243.407072,8176.344448,8350.880802,8541.672307,8625.792511,9178.419426,9503.68919,9757.371633,9805.649155,10257.40034,10148.8577,10340.96823,10984.28521,11431.3734,11818.58608,12078.46984,11896.37663,11551.61667,11617.90876,11571.77522
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6086.687079,6016.907283,6152.928794,6203.067989,6321.250708,6483.314684,6671.089707,6897.521135,7138.211123,7422.835299,7744.715238,7867.507552,7905.41263,8007.645579,8184.065808,8397.033222,8814.146853,9274.976817,9763.504695,10031.03184,10340.07435,10302.44297,10301.10781,10290.19302,10353.66841,10570.44546,10795.80863,11014.48614,11366.33633
Euro area,EMU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32776.7317,33492.09619,33797.26688,33431.54621,34151.05865,34893.61471,35403.91445,36284.91114,37310.52709,38307.78175,39657.65481,40393.07721,40597.26029,40684.39418,41399.77514,41895.84967,43063.95305,44142.2324,44109.84782,41955.83445,42731.69064,43519.11909,43008.94126,42739.89273,43191.69813,43977.29898,44693.44369,45742.2569,46522.39594
Eritrea,ERI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27598.34023,28229.05194,28352.1631,27914.58764,28444.10137,29099.72569,29749.76014,30722.2358,31939.42072,33238.66028,34826.28874,35945.63388,36409.35054,36823.05297,37323.37121,38038.37344,38935.24722,39598.90708,39317.92594,37504.63363,37393.21164,36957.13476,35840.13295,35441.62692,36039.68655,37450.91722,38553.60277,39575.53515,40329.98415
Estonia,EST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11933.39568,11991.11665,12759.70645,13588.53066,15537.6274,16366.91384,16252.95129,17809.206,18994.7307,20415.738,22098.79669,23735.79734,26137.54132,28847.38573,31174.05441,29667.06565,25433.94166,26182.05596,28215.94473,29197.85205,29696.40922,30663.85021,31209.09797,32021.06318,33820.91873,35308.08622
Ethiopia,ETH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.3389903,687.8349704,606.0277645,661.5929146,659.3709915,676.8737083,737.260491,737.6424005,691.5096551,706.4639082,728.0755284,766.1342987,755.7552066,718.6377801,793.4302923,862.7212248,930.0888975,1008.563008,1087.160571,1150.694207,1259.55675,1361.515979,1437.986651,1545.833699,1657.337579,1779.838882,1895.70063,2021.30515,2103.129002
European Union,EUU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28562.67066,28870.63894,29068.41908,28830.70487,29528.56609,30293.1149,30845.69398,31622.53679,32522.24855,33397.7676,34660.78204,35399.27733,35763.77899,36024.29247,36885.41312,37518.51926,38766.23472,39926.3116,40147.66182,38337.15125,39077.0321,39866.70921,39521.9156,39421.40013,39977.67538,40863.79572,41650.73773,42788.32853,43693.0152
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33004.91822,30884.39601,29691.36713,29344.4729,30367.84791,31528.07209,32577.26261,34537.92214,36326.09206,37829.1396,39930.17045,40879.06455,41476.25927,42206.55506,43764.32875,44827.12821,46453.89675,48707.83219,48861.70413,44702.01158,45915.63537,46867.58698,45993.31859,45368.9426,45016.81591,45120.31404,46173.17271,47470.51588,48199.98117
Fiji,FJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8427.250515,8123.582299,8514.135826,8574.622208,8886.614614,8993.47304,9317.484664,9016.516813,9049.02142,9770.289666,9548.500452,9704.541563,9998.723752,10088.57603,10600.09796,10625.65655,10740.5816,10543.25783,10536.58688,10289.8096,10517.68351,10756.77617,10888.15977,11396.5283,12023.39731,12552.64985,12812.05826,13429.31592,13808.06551
France,FRA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33871.77909,34037.6686,34410.51828,34046.35067,34719.80126,35323.40513,35695.90571,36400.87173,37568.44306,38654.42738,39896.89575,40393.28978,40555.95756,40601.00458,41443.63141,41816.52583,42543.09799,43305.89293,43174.34239,41718.61703,42322.29078,43041.61318,42967.92039,42993.66064,43199.63493,43525.3707,43888.09397,44783.47587,45479.7833
Faroe Islands,FRO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002.227822,3144.591352,3186.14284,3361.76101,3277.092456,3458.074417,3323.54642,3117.532611,3214.457425,3271.548642,3441.793872,3523.91245,3547.922657,3608.048,3505.966917,3594.273112,3617.195604,3582.292733,3526.433541,3584.646138,3667.916335,3765.149771,3657.526899,3475.710676,3347.532593,3455.64979,3444.997642,3497.917541,3468.568831
Gabon,GAB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18177.97751,18769.31207,17703.16593,17915.79295,18098.0618,18513.34131,18701.65646,19283.06226,19463.86592,17296.66679,16566.05812,16521.09222,16092.20227,16059.46432,15765.98055,15760.04294,14893.55478,15333.53276,14377.45515,13933.84247,14414.47765,14882.38657,15081.54467,15341.08568,15436.1793,15508.97172,15358.72081,15006.76409,14743.3895
United Kingdom,GBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344.32784,29921.53735,29951.44634,30634.59065,31746.86904,32793.87091,33525.46762,34728.25832,35889.31625,36996.12905,38131.37306,39114.66648,39854.75109,40973.2953,41708.01026,42739.74623,43609.73529,44323.21605,43852.10763,41672.94281,42153.62975,42469.65432,42799.10618,43422.98952,44228.3056,44912.8258,45428.7228,45974.86435,46330.34461
Georgia,GEO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145.56847,8732.207915,4774.325332,3349.605087,3047.805914,3246.790035,3743.88,4272.569159,4515.58305,4741.704769,4923.696177,5240.974716,5577.679237,6236.476465,6638.833639,7321.837116,8057.211473,9118.165064,9367.107675,9105.677262,9745.568292,10551.03843,11309.29925,11751.75035,12263.06802,12611.08431,12969.04579,13589.74073,14247.60898
Ghana,GHA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.191584,2397.559129,2419.613273,2465.545268,2476.950867,2510.245962,2558.348733,2599.247456,2654.981533,2704.731326,2736.937537,2777.538375,2832.359453,2907.28197,2994.749585,3092.596913,3207.53154,3261.71024,3469.517205,3546.229946,3732.382063,4154.717755,4434.478317,4649.439385,4675.758566,4670.431623,4724.125116,4996.638706,5194.439001
Gibraltar,GIB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.640373,1503.800531,1511.112465,1545.649803,1565.267365,1594.930536,1622.749206,1662.661115,1679.689917,1701.730172,1704.957411,1730.302321,1783.850618,1771.660897,1778.048794,1794.383948,1776.967603,1856.260504,1889.18873,1825.673578,1870.79858,1932.503569,2002.322216,2035.320679,2061.693606,2087.936485,2253.476332,2417.799187,2495.127516
"Gambia, The",GMB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.238219,2248.376031,2245.612995,2240.451404,2175.51834,2127.8785,2108.828493,2145.023758,2152.680256,2220.493564,2270.495112,2327.347515,2180.855608,2257.277836,2341.16849,2216.191804,2137.817185,2137.854525,2205.118308,2283.183556,2346.724405,2091.823107,2135.754328,2131.432771,2038.797481,2058.658146,2036.87242,2072.65245,2144.225054
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.669656,2049.613967,2025.79988,2022.60486,2042.457391,2088.24763,2284.37327,2386.291009,1683.251675,1667.634363,1722.763217,1723.451645,1669.271587,1641.018684,1647.578063,1677.709937,1675.771396,1688.816079,1700.285515,1713.762384,1747.242076,1839.700981,1760.886189,1770.478296,1740.890565,1800.068562,1864.259897,1925.237737,1949.17757
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.985049,996.8576171,1299.934196,1395.403468,1572.065607,1781.264878,2857.452417,6868.480369,8166.052518,9851.190917,11176.50052,17523.43419,20084.46503,21944.69741,29004.18672,32389.86173,33330.8056,36685.29871,41249.43866,39913.7326,34732.25596,35378.02328,36671.35744,33678.70655,32436.46679,28313.60276,24827.07298,22551.08325,20359.84514
Greece,GRC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24459.28438,24916.63251,24900.11294,24358.00002,24721.07038,25122.49734,25727.91011,26749.32921,27637.59405,28377.75638,29369.7189,30424.57723,31502.40523,33248.3822,34844.76297,34950.88902,36815.72929,37924.24503,37696.93096,35980.92247,33965.711,30909.49161,28808.30737,28077.36613,28474.11563,28536.84651,28601.06326,29089.01401,29715.12243
Grenada,GRD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8821.644799,8931.911714,8791.632201,8525.969432,8572.445551,8673.282237,8994.277821,9392.749267,10450.01523,11126.07285,11624.40284,11343.24864,11689.56417,12750.21683,12626.14691,14259.11506,13654.30848,14455.02039,14555.18135,13549.81978,13424.20277,13455.58463,13219.69334,13439.98149,14330.05076,15156.35208,15628.13782,16234.74637,16824.8929
Greenland,GRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5739.809957,5812.099557,5951.92141,6042.421288,6141.796461,6299.458168,6340.683811,6470.943834,6644.03512,6745.914365,6831.265995,6829.867829,6928.991966,6938.609315,6991.517148,7054.561909,7267.058902,7554.153599,7631.503733,7505.617596,7555.200157,7702.040086,7763.564061,7882.839923,8043.025987,8206.358313,8291.461316,8353.161975,8449.59203
Guam,GUM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492.223624,3697.981952,3962.8935,4255.36122,4589.527192,4805.28181,5190.948879,5532.326825,5469.6837,5662.424128,5607.332181,5746.765892,5815.109313,5775.599558,5861.220171,5743.589244,6036.756663,6459.38151,6584.035363,6809.695138,7075.262223,7417.243755,7773.762636,8122.046411,8393.396003,8604.132383,8848.150675,8989.038274,9312.14665
High income,HIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32031.07572,32293.11051,32816.18296,32994.57941,33836.7978,34552.97658,35360.19011,36347.59038,37127.49463,38129.24555,39472.53218,39812.98361,40180.04172,40868.63184,42014.90603,42975.22722,44067.45118,44999.54086,44881.75005,43126.985,44164.4978,44888.29803,45228.35509,45626.62773,46326.9374,47168.47418,47733.57617,48591.23085,49493.66829
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28817.70246,30209.32817,31824.51131,33222.35192,34443.21002,34569.47528,34476.867,35934.66425,33539.55561,34053.45348,36341.35345,36276.8071,36714.83373,37911.72763,40889.94656,43719.57897,46494.60443,49076.65629,49822.01484,48492.31179,51395.21285,53508.65432,53821.00114,55267.67751,56396.8802,57254.08285,58138.94923,59926.93519,61234.96852
Honduras,HND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.02826,3749.175413,3866.115051,4002.963569,3899.720376,4024.989302,3984.572218,4049.977949,4077.549651,3935.72446,4108.775602,4109.769697,4154.926556,4235.625521,4390.473342,4546.238807,4733.546009,4914.325002,5011.607299,4787.866688,4866.972176,4956.402267,5065.457585,5113.460894,5177.409416,5283.409956,5395.613969,5561.996312,5672.25331
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.098966,1611.461434,1549.291605,1516.211078,1475.295247,1502.146669,1535.416323,1555.835411,1565.206324,1573.205595,1573.943432,1597.039004,1604.308991,1629.314043,1672.189223,1724.279235,1781.897348,1850.678786,1912.880169,1943.381482,2005.843612,2045.894296,2107.631446,2171.966153,2229.964315,2275.152636,2320.296432,2378.507524,2412.752462
Croatia,HRV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14903.84554,15991.09532,17154.44492,17508.79153,17440.79745,18191.17157,19537.47624,20524.89326,21676.3929,22571.91429,23515.37736,24685.58678,25991.30314,26451.77051,24530.80355,24218.62982,24227.0923,23757.46658,23693.04791,23765.04676,24545.68362,25578.75419,26700.3721,27648.73917
Haiti,HTI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.874942,2197.31952,2040.594991,1893.342911,1636.018932,1764.938398,1804.742818,1820.453001,1827.415225,1844.368421,1828.598476,1779.020552,1745.087015,1722.713618,1635.024163,1637.70729,1647.753771,1675.845172,1663.490476,1688.271575,1610.688997,1674.249664,1697.362913,1743.985085,1767.199445,1764.327895,1766.109679,1763.663261,1767.17612
Hungary,HUN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16543.97128,16043.31174,15969.08492,16462.23714,16730.72266,16773.29851,17335.39265,18053.43116,18660.64044,19547.19716,20390.28569,21417.94714,22356.71438,23486.89719,24532.33435,25561.00775,25662.63536,25979.67081,24276.72623,24493.29026,25009.60982,24769.10842,25324.96318,26458.54404,27541.4535,28230.55368,29529.30923,31072.90442
IBRD only,IBD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5101.146744,5042.150482,4987.653239,5037.984983,5077.194027,5187.775212,5376.356163,5560.45475,5593.141366,5731.983013,5985.193728,6124.256758,6327.049489,6631.552011,7054.78058,7463.454864,7973.452475,8559.748371,8935.046268,9040.967945,9614.369611,10083.43212,10487.61037,10907.52745,11292.82935,11648.2992,12075.08395,12566.65084,13054.20546
IDA & IBRD total,IBT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4527.433123,4469.782593,4416.314969,4443.292028,4461.397206,4547.113375,4699.420721,4841.449036,4863.088031,4969.284656,5167.928893,5277.573264,5440.807963,5682.399546,6024.135021,6352.95461,6758.711502,7223.046009,7515.259839,7598.953122,8046.457641,8407.633454,8720.464484,9049.39859,9350.175384,9619.297118,9934.28428,10302.89494,10665.82348
IDA total,IDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.747613,2173.314453,2152.39795,2110.11931,2070.600486,2088.489819,2131.17133,2142.014826,2155.628061,2172.421806,2204.172984,2246.754415,2309.603468,2369.761612,2471.524818,2573.257229,2674.847938,2784.563749,2861.87984,2938.581979,3042.043041,3124.778153,3218.065592,3335.772663,3452.503377,3537.796592,3597.63424,3688.170562,3781.062289
IDA blend,IDB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185.210561,3166.158132,3181.50032,3095.32526,3055.799831,3053.34682,3108.679231,3090.237417,3092.218661,3087.386558,3124.891829,3163.634586,3296.002471,3376.37095,3545.948919,3689.330982,3817.178655,3943.292632,3999.417277,4107.080125,4231.698429,4327.182739,4415.668579,4562.483637,4713.772589,4794.453677,4801.020966,4852.498051,4941.245121
Indonesia,IDN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531.77135,4761.580098,4985.937869,5223.279949,5528.294088,5891.072132,6257.374945,6456.976997,5530.365085,5496.882137,5688.295069,5815.438767,5995.172668,6197.601839,6422.630705,6698.135566,6973.262507,7318.192526,7656.295456,7904.920437,8285.327483,8678.73311,9078.500227,9455.373396,9799.467967,10147.88213,10529.41142,10933.73897,11369.51453
IDA only,IDX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.210085,1637.161913,1593.613291,1577.969277,1538.095547,1569.516933,1606.046616,1635.036892,1655.872671,1686.490317,1716.063545,1763.062211,1786.727461,1837.583429,1902.936625,1983.42361,2072.489605,2175.301958,2266.643949,2326.318288,2418.421338,2494.056001,2591.420051,2693.652262,2791.65717,2880.947178,2973.450679,3089.32962,3187.120352
Isle of Man,IMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.808172,1791.017194,1851.740186,1901.861751,1989.466989,2099.482155,2215.592275,2262.629604,2358.76521,2521.475559,2572.436816,2650.314193,2705.03987,2869.877033,3047.62727,3237.553833,3444.863616,3653.214964,3711.213336,3946.915788,4224.871289,4389.384834,4572.224652,4807.006417,5104.403021,5451.351323,5832.782893,6184.800354,6537.897836
Not classified,INX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26474.26632,26830.42439,27538.9106,28139.42152,29642.00221,32331.64947,34455.07749,37830.68584,40692.01052,44462.06367,48017.4607,49753.53796,51818.24239,52520.5964,55035.22,56918.58224,58214.06503,59566.3643,55749.33198,52382.95935,53041.27784,52991.85577,52886.88587,53320.22161,57461.08627,71243.42087,73034.51337,78128.18158,83470.74403
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8649.577238,9499.437492,9585.689445,9532.390561,9253.984789,9333.963879,9682.53228,9599.549437,9680.502244,9638.405864,10075.14513,10027.42397,10622.38133,11408.09573,11764.09802,11998.21606,12456.61078,13324.90974,13213.09806,13199.01966,13805.7056,14005.31571,12807.39962,12625.09242,13038.55944,12698.1097,14205.20923,14535.86306,
Iraq,IRQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7961.581598,2787.160813,3592.484375,4544.247988,4578.290226,4533.810104,4879.986811,5735.22937,7498.373586,8550.832694,8414.436269,8355.728474,7553.34966,4912.717141,7380.694224,7531.345576,8137.4557,8112.674406,8633.423645,8744.21955,9063.568597,9435.590356,10357.93423,10719.24519,10400.64478,10310.68002,11542.26426,10971.97001,10660.18583
Iceland,ISL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34921.94741,34442.32706,32864.68545,32959.50071,33854.22607,33710.32994,35062.1415,36024.17927,38169.36017,39235.2393,40594.82374,41620.58504,41531.72308,42180.60614,45174.50768,47279.7147,48606.83655,51830.92694,51889.43989,48207.99405,46618.66356,47350.98599,47710.3177,49214.86613,49682.86646,51364.6408,54380.58952,55565.41464,56591.71602
Israel,ISR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24488.53827,24840.0419,25858.3046,26216.62191,27444.07327,28485.86867,29146.8174,29544.74921,30007.83586,30164.47721,31568.04344,30869.28453,30249.28235,29996.33062,30704.37869,31347.90837,32512.37633,33784.07315,34183.68039,33684.79166,34927.61874,35928.2255,36067.17198,36868.80725,37527.10349,37633.44587,38372.37312,38966.66269,39543.22025
Italy,ITA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36752.46912,37292.05991,37577.64534,37234.41049,38027.58366,39124.75639,39609.24935,40312.84874,41030.95134,41690.98947,43250.21019,44069.4228,44115.58971,43980.81271,44319.16487,44462.60661,45122.94628,45563.3111,44827.03505,42266.73518,42858.85636,43087.84585,41690.91198,40451.68973,40080.41851,40431.31351,41018.32581,41784.84127,42188.50687
