Country name,Code,GDP,Happiness Index,Log GDP,Social support,Healthy life exp,Freedom,Generosity,Pct corruption,Blue Index,Suicide,Depression & Anxiety,Substance Abuse,Physician perpop,Average Age,Sleep (min),Gini index,Pct Poverty,Pct spent ed,Literacy rate,Tourist arrivals,Rev tourism,Fragile index ,Security index,brain drain,Unemployment rate,Continent
Senegal,SEN,0.021236694,0.393762183,0.271149675,0.576923077,0.399305556,0.464285714,0.311688312,0.848101266,0.129983545,0.140975756,0.166153846,0.082821034,0.409641326,0.852664577,,,,0.607758621,0.069916489,0.015608609,0.005955989,0.825446898,0.597701149,0.893333333,0.230248307,Africa
Serbia,SRB,0.140673001,0.479532164,0.607375271,0.846153846,0.697916667,0.446428571,0.272727273,0.873417722,0.365347542,0.454354984,0.274871795,0.366815848,0.004222598,0.112852665,,,0.323964497,0.099568966,,0.017130275,0.022269074,0.033648791,0.517241379,0.533333333,0.488713318,Europe
Sierra Leone,SLE,0.007108666,0.278752437,0.091106291,0.403846154,0.052083333,0.5,0.493506494,0.873417722,0.132894793,0.087698294,0.219487179,0.091498904,0.554064045,0.601880878,,,,0.557758621,,0.000461111,0.00030307,0.899053628,0.379310345,0.96,0.150865312,Africa
Singapore,SGP,0.8317318,0.725146199,0.986984816,0.884615385,1,0.892857143,0.545454545,0,0.178434085,0.181083508,0.31425641,0.039962337,0.554064045,0.786833856,0.395061728,,,,0.949698971,0.160143867,0.261892212,0.301787592,0.068965517,0.266666667,0.139578631,Asia
Slovakia,SVK,0.268441452,0.723196881,0.754880694,0.903846154,0.725694444,0.5,0.298701299,0.962025316,0.325297376,0.287039808,0.197333333,0.491518986,0.554064045,0.912225705,0.604938272,,,,,0.024796247,0.039636316,0.425867508,0.091954023,0.386666667,0.287434161,Europe
Slovenia,SVN,0.319747089,0.684210526,0.763557484,0.942307692,0.802083333,0.875,0.350649351,0.848101266,0.450722609,0.536665669,0.387282051,0.428220106,0.554064045,0.36677116,,,,,,0.045880549,0.040071156,0.300736067,0.068965517,0.24,0.228367193,Europe
South Africa,ZAF,0.105879831,0.360623782,0.559652928,0.826923077,0.291666667,0.642857143,0.207792208,0.886075949,0.322853842,0.2532176,0.445128205,0.270215721,0.554064045,0.855799373,0.740740741,,,0.507327586,0.752573315,0.118436372,0.127684807,0.720294427,0.586206897,0.56,1,Africa
South Korea,KOR,0.337590198,0.625730994,0.793926247,0.711538462,0.888888889,0.196428571,0.38961039,0.873417722,0.455937135,0.779706675,0.357538462,0.230566269,0.499926063,0.545454545,0.086419753,,,,,0.153607618,0.226077217,0.360672976,0.126436782,0.346666667,0.120767494,Asia
Spain,ESP,0.345868758,0.695906433,0.78308026,0.884615385,0.916666667,0.589285714,0.337662338,0.797468354,0.214335787,0.155941335,0.419897436,0.067168592,0,0.808777429,0.691358025,,,,,0.943640702,1,0.358569926,0.206896552,0.08,0.629420617,Europe
Sri Lanka,LKA,0.105576195,0.325536062,0.550976139,0.730769231,0.670138889,0.714285714,0.493506494,0.860759494,0.296875659,0.541454654,0.229333333,0.119838989,0,0.793103448,,,,0.325431034,0.846766362,0.024265969,0.06676769,0.870662461,0.735632184,0.853333333,0.138826185,Asia
Sweden,SWE,0.463009931,0.902534113,0.85032538,0.903846154,0.861111111,0.892857143,0.597402597,0.101265823,0.363836754,0.330140676,0.632615385,0.1287542,0.125544255,0.285266458,0.864197531,,,,,0.081190128,0.186480432,0.192429022,0.126436782,0.026666667,0.234386757,Europe
Tajikistan,TJK,0.020031078,0.617933723,0.249457701,0.423076923,0.559027778,0.714285714,0.532467532,0.708860759,0.149995253,0.071535468,0.005128205,0.373322084,0.206874456,0.699059561,,,0.400887574,,,0.004841666,0.002055607,0.820189274,0.655172414,0.653333333,0.405568096,Asia
Tanzania,TZA,0.017521612,0.134502924,0.240780911,0.519230769,0.322916667,0.660714286,0.506493506,0.620253165,0.158298237,0.06046094,0.237948718,0.176485053,0.206874456,0.507836991,,,,0.752155172,,0.014571109,0.029634998,0.047318612,0.517241379,0.84,0.057938299,Africa
Thailand,THA,0.147665571,0.639376218,0.622559653,0.846153846,0.670138889,0.875,0.649350649,0.911392405,0.20749502,0.286141874,0.197948718,0.138394468,0.296699144,0.485893417,0.49382716,0.397849462,0.081360947,,,0.410169804,0.751627355,0.761303891,0.91954023,0.453333333,0.012791573,Asia
Tunisia,TUN,0.087170465,0.28460039,0.535791757,0.538461538,0.65625,0.089285714,0.077922078,0.898734177,0.231788985,0.012870398,0.588717949,0.093778607,0.020472208,0.39184953,,,,,,0.081167072,0.023270523,0.740273396,0.83908046,0.64,0.560195636,Africa
Turkey,TUR,0.24190005,0.575048733,0.715835141,0.846153846,0.649305556,0.375,0.064935065,0.64556962,0.200488739,0.020652499,0.467692308,0.11312141,0.020472208,0.012539185,0.382716049,,0.170118343,,0.929306661,0.433329106,0.419739096,0.052576236,0.83908046,0.346666667,0.388638074,Europe
Uganda,UGA,0.00809995,0.261208577,0.140997831,0.576923077,0.263888889,0.607142857,0.467532468,0.835443038,0.213670715,0.069739599,0.44,0.131272547,0.827432102,0.467084639,,,,0.2375,,0.016035137,0.012399526,0.969505783,0.701149425,0.84,0.048908954,Africa
Ukraine,UKR,0.063004572,0.321637427,0.46637744,0.807692308,0.576388889,0.303571429,0.402597403,0.987341772,0.8263333,0.830589644,0.648410256,1,0.422029805,0.786833856,0.666666667,,0,0.262931034,,,,0.738170347,0.75862069,0.52,0.339352897,Europe
United Arab Emirates,ARE,0.580115382,0.85380117,0.928416486,0.769230769,0.666666667,0.946428571,0.649350649,,0.238894127,0.098473511,0.429333333,0.188875536,0.141629561,0.711598746,,,,,,0.234970662,0.277137963,0.41955836,0.24137931,0.16,0.074115877,Asia
United Kingdom,GBR,0.403014932,0.865497076,0.815618221,0.961538462,0.847222222,0.678571429,0.753246753,0.329113924,0.289390598,0.17390003,0.49825641,0.196015354,0.141629561,0.614420063,,,,,,0.433905495,0.628580841,0.309148265,0.195402299,0.106666667,0.144845749,Europe
Uruguay,URY,0.182878474,0.717348928,0.67462039,0.903846154,0.736111111,0.839285714,0.246753247,0.594936709,0.335233365,0.506135887,0.358153846,0.141410361,0.141629561,0.404388715,,0.505376344,0.081360947,0.344396552,0.977277141,0.042226244,0.0348399,0.347003155,0.32183908,0.413333333,0.278404816,Americas
Uzbekistan,UZB,0.050653712,0.73294347,0.407809111,0.961538462,0.59375,1,0.532467532,0.379746835,0.223518382,0.196348399,0.126153846,0.348052901,0.141629561,0.473354232,,,,0.693103448,,0.030882912,0.010791936,0.8170347,0.701149425,0.626666667,0.200902935,Asia
Venezuela,VEN,,0.469785575,0.46637744,0.884615385,0.645833333,0.375,0.155844156,0.860759494,0.216595228,0.184675247,0.236923077,0.228187361,0.141629561,0.128526646,,,,,,0.004795555,,0.831756046,0.724137931,0.56,0.256207675,Americas
Vietnam,VNM,0.056342431,0.49122807,0.414316703,,0.694444444,,0.376623377,,0.148084112,0.146662676,0.043076923,0.254512737,0.02341324,0.043887147,0.395061728,,,,,0.148835118,0.116932402,0.03575184,0.413793103,0.653333333,0.058690745,Asia
Zambia,ZMB,0.02355862,0.247563353,0.301518438,0.576923077,0.246527778,0.696428571,0.545454545,0.734177215,0.170968483,0.114636336,0.207384615,0.190884497,0.02341324,,,,,0.338793103,,0.012357776,0.008393728,0.883280757,0.413793103,0.88,0.419112114,Africa
Zimbabwe,ZWE,0.020424019,0.191033138,0.221258134,0.596153846,0.253472222,0.571428571,0.25974026,0.746835443,0.258304901,0.452858426,0.120615385,0.201440891,0.02341324,,,,1,0.596551724,,0.027804996,0.001871129,0.082018927,0.816091954,0.88,0.176072235,Africa
